Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
Asian Market Cafe,"Asian, Singaporean",wizards2016,5,"Had a nice quiet lunch at this great Japanese restaurant with my family. Conveniently Located near an mrt station, it serves really fresh sashimi and had generous portions of fish on my chiraishi. Hope to visit again! Strongly recommended!"
Asian Market Cafe,"Asian, Singaporean",Heestherical,5,"They have great food!
1. Pidan tofu, people who likes pidan will like this. The tofu literally melts in your mouth. 
2. Fried Soft shell crab, it's very crispy and flavourful. Order a few more of this, pretty sure it won't be enough to go More"
Asian Market Cafe,"Asian, Singaporean",B8483EAdavidw,5,Myself and family visited after reading some of the reviews here and they were backed up by excellent food and service. Loved the sashimi and the hand rolls were excellent. Attentive service and seemed pretty good value for what we ate.
Asian Market Cafe,"Asian, Singaporean",Jessicatanhl,5,Love the fresh thick sliced sashimi. Definitely worth it for such generous portion. Will recommend it to my friends.
Asian Market Cafe,"Asian, Singaporean",katweeenn,5,"Visited En Sushi with my SMU Gourmet Club friends a few months back and had a great experience. 

Ordered a salmon sashimi sushi bowl which had a very nice and refreshing sauce and fresh sashimi. The staff were really friendly and approachable. 

Would strongly recommend More"
Asian Market Cafe,"Asian, Singaporean",Jiayunn97,5,Had their 7 course omakase by the sushi counter. I was treated to a delicious omakase by the Chef. Each dish was well crafted and beautifully plated. My wife and I were too impressed and will be back.
Asian Market Cafe,"Asian, Singaporean",kai yen m,5,Hidden gem in the bugis area. Quality Japanese food at affordable price. Do try their fresh sashimi. Definitely would recommend to my other friends.
Asian Market Cafe,"Asian, Singaporean",freshflywild,5,"Loving the hideaway feel this place has in the busy area of Bugis. Located adjacent to National Library, it's easier to find by looking out for Captain K Seafood Tower. I had the chirashi the previous time, but the Salmon and Mekajiki don this time ."
Asian Market Cafe,"Asian, Singaporean",Mark H,5,"This place is superb. I got the $200 Omakase and it was absolutely worth it. Each dish was incredible and unique. If you love Omakase sets go for this. They take time and care to prepare each dish, it did take 2 hours but totally More"
Asian Market Cafe,"Asian, Singaporean",AliceMooe,5,"Loved the ramen so yummm!! sushi roll  also fresh and tasty, try their beer, it will be good combination! highly recommend 
will be back"
Asian Market Cafe,"Asian, Singaporean",kaixian98,5,"Need to try their sashimi !
And don’t forget to try their Beer Ramen also
Good food and good service."
Asian Market Cafe,"Asian, Singaporean",Kelvin F,5,"their service staff is nice and friendly
recommend to try their sushi roll 
gonna comeback again! 👍👍"
Asian Market Cafe,"Asian, Singaporean",bethliew,2,"I was staying at a hotel nearby and found the restaurant through google. It had very good rating so thought to give it a try. Nice looking restaurant and attentive staff. Order Tori Kaarage, sashimi salad, sashimi (tuna, salmon and yellow tail), grilled beef, braised More"
Asian Market Cafe,"Asian, Singaporean",CrazyPatels,5,"Best service and sushi I’ve had outside of Japan!!! The sashimi and torched salmon roll were unbelievable and the most affordable sushi I’ve ever eat. Everything was amazing and incredibly fresh, it took them 20 mins to make the yakitori and it was well worth More"
Asian Market Cafe,"Asian, Singaporean",Brunella1331,5,"The place is nice, the staff was very friendly and the food is awesome!!
We love all our dishes!
It’s not cheap but it totally worth it!! Our favorite sushi place in Singapore :)"
Asian Market Cafe,"Asian, Singaporean",dbernstein2016,4,Went to En Sushi to celebrate a birthday while in Singapore.  Went based on the trip advisor reviews.  Dinner was good the sushi was fresh but only okay.  Have had better in the USA.  Everything the staff recommended was very expansive so we picked from More
Asian Market Cafe,"Asian, Singaporean",MarineAir10,5,I badly needed my sushi fix and this place fulfilled that need.  Great varieties and very fresh ingredients.  Presentation was wonderful.  A great and friendly staff.
Asian Market Cafe,"Asian, Singaporean",Louis T,4,"Treated to lovely meal at dinner by friends
Contemporary feel, interesting choice of appetisers and the unique cold beer ramen, which is a non alcoholic ramen preparation of springy sesame round yellow noodles (served in a glass).
Able to talk in corner, but gets noisy More"
En Sushi,"Japanese, Seafood",ervinayin,5,"We were anticipating the Peach Blossoms' reopening since December and read many great reviews since then.  With the Life and Style, by Meritus discount benefits, it was just like double happiness for us.

Our lunch and dinner here were just full of surprises, as classical dishes were transformed into creative and artful presentations.

We tried the signature dishes, dim sum and the desserts.  Highly recommended to pre-order the signature roasted dishes - Flambee Chinese Wine Spring Chicken and Sugarcane Smoked Kurobuta Pork Ribs.  There are many varieties of chinese tea and I've tried the Dragon Pearl and Bi Luo Chun.

Besides the food, the outstanding service from all the staff can hardly go unnoticed.  We were very well taken care of, from the reservation (phone/online form) to the best table assignment (window seat requested and given) and the food recommendation/serving.  This is by far the best customer service we've experienced in hotel restaurants in Singapore.  There wasn't a moment that our wine glasses or teapot were empty.  The staff were super-attentive at every moment and whenever we ask about any dishes, they were very well-trained in explaining the ingredients, preparation and serving method.  They even noted that I like taking pictures/videos, so they would wait I was ready before starting the flambee.  Special thanks to Mr. Roger and Ms. Swee Teng for taking good care of us during our dinner on Friday, 29th January.  Such level of professionalism is very commendable and should be the benchmark to all restaurants.  Kudos to the Management team!

We will gladly return, not just for the amazing food but most of all for the service that made us feel very much at home and as the valued customers."
En Sushi,"Japanese, Seafood",Anne T,5,"Located at the newly launched Parkroyal collection on Marina Bay , this Chinese restaurant adds a modern twist to your run of mill dim sum or yum cha. Beautifully presented and plated. The service  staff were attentive and helpful. We will be back for more!"
En Sushi,"Japanese, Seafood",OHIV,5,Celebration dinner for 8 pax tis evening at Peach Blossoms. Food was marvellous with several wows and awesome presentation. Many thanks to Alden for customising the menu based on our budget. Highly recommended 👍
En Sushi,"Japanese, Seafood",681sandrineq,5,"Saw some of friends visited restaurant, we also want to try. Finally we made it on Boxing Day. Chef Edward is so professional and creative. He takes care of each guests in the restaurant. She shared his idea on how to create his dishes. We had a great time there. Thanks for hotel manager Mr. Damian Tan for your hospitality too! We will come back soon!More"
En Sushi,"Japanese, Seafood",Yan282,5,"Definitely a most memorable and elevated meal experience! Food presentation was incredible (lots of surprise elements) combined with excellent flavours and use of ingredients. For a foodie, this restaurant is highly recommended. Service was super on point too. Experiential dining that satisfy all senses!"
En Sushi,"Japanese, Seafood",Kaya1874,5,"A friend organised this get together dinner for a party of five and I was really not expecting much out of it. But this restaurant has definitely exceeded all my expectations. The presentation delivery of every dish is impeccable. It shows the team behind would just want to get every guest in awe with their attention to details, taste and flavours. A must-try dish is the special spring roll with foi gras and shrimps that was presented like a cigar. Totally blown away 

Lastly, the service is fantastic. I have to say one must have a steady hand to serve with all the exquisite presentation on hand to each guest. A must-go place if you are looking for great ChineseMore"
En Sushi,"Japanese, Seafood",shadyinthehouse,5,"The waits is over! Finally Peach Blossoms is reopens! The restaurant is enhanced by its rejuvenated space that features light woods, nature-inspired palette and a touch of oriental. We had set lunch that specially curated by Chef Edward Chong, accompanied with champagne and red wines that highly recommended by Calven. Thanks Calven, Alden and Sook Teng at our service with attentiveness. 

Must try dishes:
- Dim Sum Artistry - Steamed Scallop Dumpling/ Steamed Crystal Dumpling/ Steamed Squid Ink Seafood Dumpling with Three Types of Tobiko
- Seafood Fritters filled with Lychee and Cheese (the ones look like Lychee!)
- ‘Shun De’ Thick Broth with Dried Scallops and Homemade Fish Paste (My friend loved this soup!)
- Sugarcane Smoked Kurobuta Ribs (I loved the collagen and smoky taste)
- Fresh Prawn in Supreme Rice Broth served with Puffed Rice

Kudos to the culinary and service team who enlivens our afternoon so wonderful today!More"
