Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment,rating_class_main,rating_for_comment
BBR By Alain Ducasse,"Bar, Mediterranean",Hilary K,2,"We went to Raffles to have the Singapore Sling as you do. We sat at the bar and ordered the drink, there was a bag of peanuts on the bar which you can eat then throw you shells on the floor. It is a beautiful ",-1,0
Wah Lok,$$ - $$$,super1kc,3,"must book in advance to get in to this upmarket restaurant.  dim sim is tasty but overpriced.  However, the 3 signature abalone pies are delicious  and good value for sgd 12.",0,0
Oscar's,"Singaporean, International",943aarono,3,"First time I visited Oscar's since the pandemic began and tried the ala carte buffet lunch. Overall, I feel that the quality of food was slightly worse off than when they were still serving self service buffet in 2019. The chilli crab was not very ",0,-1
The Chop House Vivo City,"American, Bar",Chieh C,3,Lunch set is around 20. no dessert (but they haven't updated their menu); main course is normal. it's not impressive but still acceptable. the good thing is that the restaurant is quiet.,0,0
The Fabulous Baker Boy,"Cafe, International",Orator11,3,"Popped in for lunch as we were doing a walk around Fort Canning park.  There were only three tables used when we arrived, but it started to fill up fast during the lunch break.   So reservations are suggested, especially for the weekend.  

Service was pretty ",0,0
Thanying Restaurant (Amara Hotel Lvl 2),"Asian, Thai",yeoc468,3,"One of the better Thai restaurant in Singapore. However prices are steep.

If you are craving for Thai food with nice environment, you can try Thanying.

Prices are double that of good restaurants in BKk.",0,0
Margarita's Dempsey Hill,Mexican,wanderlust866,1,"First we visited the restaurant just a few days ago so am familiar on the food scene in Singapore.
Booking done on 26th July for 10th August for a special occasion for 20 pax. Called to confirm the restaurant and got a confirmation as well .",-1,1
Oscar's,"Singaporean, International",catherinekM2516DM,5,"2nd visit to Oscar’s A La Carte buffet, food & service quality maintained good, food variety different from the 1st visit, good job 👍
Special thanks for Zheng Kang for being helpful and thoughtful, I’m asking for CNY goodies information, instead of telling me to ",1,1
Dancing Crab,$$ - $$$,802765unknown,3,horrible customer service! bunch of youngsters as waitress were just there having their own fun time! especially one of them named Shi Qi (having very bad attitude) seems to be acting as a leader rule the fun and not paying attention to customers needs. the,0,-1
Chatterbox,"Chinese, Asian",Tyranny1057,3,"Poor décor and atmosphere don’t help this place but the food was good
It’s décor is poor, it’s a café atmosphere but the food was excellent.  Had the signature chicken rice dish and nasi goring which although OK, was expensive but we were staying in ",0,0
Kintamani Indonesian Restaurant,"Asian, Indonesian",Hari_09,3,A good place for a halal gathering and if you're on a budget. The food was just average and variety was not too bad. Their desserts wasn't so good. It did not unleash the indonesian essence and tasted like a machine made knock off stuff .,0,0
Teppei,$$ - $$$,Lily T,2,Greatly disappointed. Kitchen is unsightly n unhygienic. Staff preparing food are all young and inexperienced. Cannot answer my question with regards to food served. Food are prepared way ahead. Strawberries served to clear palate are not fresh with “bruises” tt I don’t even want it .,-1,-1
Godmama,"Asian, Singaporean",ongtricia,2,"No sharing mains available in Brunch menu which is strange as Peranakan food is all about communal dining. With individual portions of fusion Peranakan food, taste is mediocre for above average prices. Never going back again as it's a waste to calories and money.",-1,-1
Waku Ghin,"Seafood, Asian",DrHabib,4,"Being Asia's #6 best restaurant carries a lot of weight and burden as expectations would be high. 
To start with the decor and ambience in pleasant and relaxing. Nothing to complain about. The service is exceptional. The waiters are attentive, pleasant and professional. I would ",1,1
El Teatro Tapas,"Spanish, Mediterranean",BackbenchersInt,3,"Staff was quite humorous and friendly, made us very welcoming. Good choice of quality plates and cutlery, Churchhill. Tuna and lamb chop was overcooked, even asked for medium. Overall dining experience is average.",0,0
Madras New Woodlands,Indian,Replica_Irv_23,1,"I went here Just today and it was terrible 
The food was so bad, my chapati tasted more like dry dough and the Dahl tasted very Valen and so far it was just ABSOLUTELY 
POORLY 
TERRIBLE",-1,-1
Ikoi Japanese Restaurant,"Japanese, Sushi",xnng,3,"Ikoi has been my first choice for small group gatherings whenever I have cravings for sashimi. While the environment reminds you of a buzzy yakitori bar, its service can be slow due to its popularity and crowds during weekends. Food is served in small portion for the ala-carte buffet, which can be frustrating on top of the fact that food takes a while to be served (seemingly done in batches as the same dish will be served across multiple tables). Still, a relatively affordable and tasty Japanese buffet spot in a centralised location.",0,0
Artemis Grill & Sky Bar,"Seafood, Mediterranean",ClubGGG,3,"Good spot for a dinner: beautiful view over the MBS and some blocks from the business district.
The welcome was great smiling and courteous, the rest of the service was okay but slow.
Nice selection of Mediterranean dishes, but nothing really fancy though.
Our meal ",0,0
Azur Restaurant,"Singaporean, International",najautzonp,3,"The restaurant has a buffet, the dinner quality is ok, could be a little more varied in terms of spices or flavoring as a lot of it tastes the same, the breakfast buffet is more varied, lovely bread and pastries, there are lots of options ",0,0
Open Farm Community,Fusion,NicoleLloyd-haycock,3,Brunch menu was expensive for very small portions. Over done on the seasoning of most dishes which meant it was very overpowering. Service was slow. Setting is good and nice to be able to take the doggos there!,0,0
Chinatown Seafood Restaurant,"Chinese, Singaporean",ColinSeal,2,"The food is not so great. So I would not recommend it as an authentic experience. 
Service was very poor. 
They kept insisting we move our chairs and table to make room for them to walk past. 
Quite a grumpy and unhappy waitress 
Ruined our ",-1,-1
Din Tai Fung (RWS Branch),"Chinese, Asian",bsanpablo,2,"For the price of the food in this restaurant, you would expect something that might come close to leaving an impression. The flavours are ordinary.  The presentation had no artistry.  The service did not make you feel special.  It felt like we were just one ",-1,-1
Employees Only,"Bar, Contemporary",MsFaithYeo,2,"Whenever I visited this bar, it was always a nice experience, hence it quickly became a favourite joint. Finally, I made a reservation here for my birthday. 

Big regret, as this time, I did not turn up with a Caucasian man. I was with a ",-1,-1
Nassim Hill Bakery,"Cafe, Bar",smallissatravels,3,"Visited Saturday morning around 10am for some brunch, there were lots of empty seats but all reserved. We were able to be seated at the counter area without a reservation.

Pros: Food came very quickly. The waffles were excellent, we had the Belgian - the ",0,0
Boomarang Bistro & Bar,"Bar, Pub",TomK845,2,My wife and I had a nice breakfast in Boomarang at Robertson Quay. The Avocado Feta on toast and I had the Bondi breakfast. Washed down with 2 coffees and a fruit juice and the bill was 86 dollars! Whilst nice and tasty it was,-1,1
mezza9,Singaporean,Stephenie T,3,Hubby and i went for a leisurely Monday lunch and all was really nice and good until a rather unfriendly PRC waiter served us a few times. He was curt and blunt in his replies to our menu queries and took a very long time figuring out applying the Chope code for our bill and was not particularly apologetic for making us wait so long. There was another PRC service staff who was much nicer as well as 1 other Filipino staff whom we would have preferred to have served us thru the whole meal. The food was great. Kudos to the chefs.,0,0
The Peranakan,Singaporean,Edmonton1976,1,"This probably wouldn't be the first place a vegetarian would choose to eat, but ended up with a large group and was happy to see a note at the bottom of the menu that vegetarian options were available. Upon asking the server for vegetarian items ",-1,-1
Two Chefs Bar Mexican & Italian,"Italian, Mexican",thesaint9,4,"I had lunch there with my 10 year old son. We were the only one on a Thursday lunch time during school holidays.
They had Asahi beer on special for $10 for a pint.
The portions were relatively small for the price.
Wasn't the best ",1,0
